NUMA_Counters_0_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178318068,317551339112,341178318724,317551339601
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53876225,48661376,53876225,48661376
local_node,341145265672,317530246377,341145266328,317530246866
other_node,109496811,99857001,109496811,99857001
NUMA_Counters_0_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178340000,317551367327,341178340815,317551367653
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53881407,48666541,53881407,48666541
local_node,341145282545,317530274461,341145283360,317530274787
other_node,109501870,99857132,109501870,99857132
NUMA_Counters_0_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178362040,317551396938,341178362703,317551397102
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53886733,48671842,53886733,48671843
local_node,341145299486,317530303848,341145300149,317530304011
other_node,109506969,99857356,109506969,99857357
NUMA_Counters_0_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178383928,317551426610,341178384743,317551426773
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53891922,48677025,53891922,48677025
local_node,341145316345,317530333340,341145317160,317530333503
other_node,109511998,99857536,109511998,99857536
NUMA_Counters_0_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178405131,317551458926,341178405783,317551459165
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53897082,48682165,53897082,48682165
local_node,341145332530,317530365519,341145333182,317530365758
other_node,109517016,99857673,109517016,99857673
NUMA_Counters_0_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178427778,317551491485,341178428267,317551491974
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53902412,48687482,53902412,48687482
local_node,341145350066,317530397871,341145350555,317530398360
other_node,109522127,99857880,109522127,99857880
NUMA_Counters_0_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178450937,317551526333,341178452078,317551526822
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53907635,48692689,53907635,48692689
local_node,341145368148,317530432588,341145369289,317530433077
other_node,109527204,99858011,109527204,99858011
