NUMA_Counters_4_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178981246,317552312225,341178982731,317552313800
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54051096,48836305,54051129,48836336
local_node,341145749050,317531204940,341145750514,317531206507
other_node,109676611,99871551,109676632,99871559
NUMA_Counters_4_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179014854,317552364792,341179015999,317552366034
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54064642,48849832,54064663,48849850
local_node,341145769311,317531257329,341145770439,317531258566
other_node,109689958,99871729,109689975,99871734
NUMA_Counters_4_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179045096,317552414520,341179045965,317552415017
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54078215,48863376,54078229,48863393
local_node,341145786134,317531306917,341145786995,317531307406
other_node,109703377,99871869,109703385,99871877
NUMA_Counters_4_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179075405,317552462395,341179076283,317552462950
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54091704,48876861,54091721,48876879
local_node,341145803118,317531354635,341145803985,317531355180
other_node,109716702,99872026,109716713,99872036
NUMA_Counters_4_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179106728,317552510875,341179107806,317552511169
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54105332,48890462,54105312,48890441
local_node,341145821001,317531402947,341145822111,317531403230
other_node,109730142,99872194,109730110,99872205
NUMA_Counters_4_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179137280,317552560559,341179138079,317552561114
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54118799,48903914,54118810,48903922
local_node,341145838239,317531452484,341145839030,317531453039
other_node,109743456,99872341,109743464,99872341
NUMA_Counters_4_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179170062,317552610729,341179171122,317552611092
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54132321,48917421,54132387,48917486
local_node,341145857658,317531502497,341145858660,317531502851
other_node,109756819,99872498,109756877,99872507
