NUMA_Counters_2_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178629602,317551783009,341178630277,317551783823
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53950882,48735874,53951075,48736073
local_node,341145503164,317530686626,341145503828,317530687307
other_node,109570853,99860649,109570864,99860782
NUMA_Counters_2_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178653530,317551816443,341178654933,317551816811
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53957564,48742625,53957729,48742788
local_node,341145519280,317530718548,341145520564,317530718754
other_node,109578665,99862161,109578784,99862323
NUMA_Counters_2_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178680573,317551849458,341178681497,317551849926
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53964190,48749272,53964283,48749362
local_node,341145538512,317530749966,341145539314,317530750353
other_node,109586476,99863758,109586598,99863839
NUMA_Counters_2_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178705764,317551884953,341178706667,317551885495
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53970741,48755895,53970919,48756083
local_node,341145555865,317530783880,341145556638,317530784310
other_node,109594314,99865339,109594444,99865451
NUMA_Counters_2_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178731350,317551920833,341178732165,317551920996
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53977538,48762755,53977538,48762755
local_node,341145573739,317530818151,341145574554,317530818314
other_node,109602026,99866948,109602026,99866948
NUMA_Counters_2_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178757367,317551958031,341178758667,317551959058
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53984130,48769432,53984244,48769565
local_node,341145591926,317530853745,341145593107,317530854701
other_node,109609856,99868552,109609975,99868623
NUMA_Counters_2_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178786319,317551995072,341178786808,317551995398
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53990836,48776246,53990836,48776246
local_node,341145612843,317530889157,341145613332,317530889483
other_node,109617891,99870181,109617891,99870181
