NUMA_Counters_4_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178064669,317550267082,341178065911,317550267712
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145017315,317529174502,341145018557,317529175132
other_node,109491769,99856846,109491769,99856846
NUMA_Counters_4_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178083506,317550332793,341178084517,317550333310
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145036152,317529240213,341145037163,317529240730
other_node,109491769,99856846,109491769,99856846
NUMA_Counters_4_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178099245,317550396492,341178100456,317550397066
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145051891,317529303912,341145053102,317529304486
other_node,109491769,99856846,109491769,99856846
NUMA_Counters_4_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178115544,317550458791,341178116202,317550459400
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145068190,317529366211,341145068848,317529366820
other_node,109491769,99856846,109491769,99856846
NUMA_Counters_4_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178133255,317550519751,341178134741,317550520438
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145085900,317529427171,341145087386,317529427858
other_node,109491770,99856846,109491770,99856846
NUMA_Counters_4_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178150397,317550583911,341178151300,317550584213
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145103036,317529491331,341145103939,317529491633
other_node,109491776,99856846,109491776,99856846
NUMA_Counters_4_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178169172,317550647386,341178169863,317550648064
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341145121811,317529554806,341145122502,317529555484
other_node,109491776,99856846,109491776,99856846
