NUMA_Counters_2_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177833858,317549652018,341177834817,317549652519
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144786507,317528559438,341144787466,317528559939
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177849097,317549688776,341177849810,317549689286
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144801746,317528596196,341144802459,317528596706
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177864078,317549727437,341177864867,317549728003
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144816727,317528634857,341144817516,317528635423
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177879169,317549766592,341177879931,317549767150
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144831818,317528674012,341144832580,317528674570
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177895211,317549806504,341177895863,317549807079
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144847860,317528713924,341144848512,317528714499
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177911676,317549847395,341177912165,317549847884
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144864325,317528754815,341144864814,317528755304
other_node,109491766,99856846,109491766,99856846
NUMA_Counters_2_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341177928814,317549889850,341177930304,317549890357
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53871041,48656194,53871041,48656194
local_node,341144881463,317528797270,341144882953,317528797777
other_node,109491766,99856846,109491766,99856846
