NUMA_Counters_5_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179214833,317552688203,341179216327,317552689802
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54156960,48942053,54156973,48942067
local_node,341145877970,317531579782,341145879453,317531581377
other_node,109781278,99872687,109781289,99872691
NUMA_Counters_5_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179256349,317552761422,341179258289,317552762281
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54181457,48966533,54181470,48966544
local_node,341145895159,317531652863,341145897088,317531653719
other_node,109805605,99872825,109805616,99872828
NUMA_Counters_5_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179299287,317552830843,341179300320,317552831914
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54206003,48991057,54206017,48991067
local_node,341145913695,317531722150,341145914723,317531723215
other_node,109830007,99872959,109830012,99872965
NUMA_Counters_5_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179340423,317552898605,341179341325,317552899259
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54230500,49015539,54230512,49015551
local_node,341145930506,317531789756,341145931399,317531790406
other_node,109854332,99873115,109854341,99873119
NUMA_Counters_5_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179383637,317552963108,341179384515,317552963663
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54255061,49040075,54255026,49040042
local_node,341145949358,317531854051,341145950276,317531854601
other_node,109878694,99873323,109878654,99873328
NUMA_Counters_5_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179426143,317553029754,341179426957,317553030522
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54279570,49064565,54279608,49064603
local_node,341145967513,317531920547,341145968295,317531921310
other_node,109903045,99873473,109903077,99873478
NUMA_Counters_5_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341179470200,317553096612,341179470916,317553097408
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54304137,49089122,54304149,49089134
local_node,341145987216,317531987205,341145987923,317531987997
other_node,109927399,99873673,109927408,99873677
