NUMA_Counters_3_size_1_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178808846,317552035345,341178809816,317552035933
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,53997546,48782939,53997630,48783019
local_node,341145629034,317530929117,341145629932,317530929696
other_node,109624227,99870494,109624299,99870503
NUMA_Counters_3_size_2_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178830036,317552073538,341178831143,317552073945
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54004318,48789679,54004292,48789647
local_node,341145643626,317530967160,341145644767,317530967559
other_node,109630825,99870644,109630791,99870652
NUMA_Counters_3_size_4_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178851508,317552109902,341178852713,317552110337
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54010868,48796196,54010893,48796218
local_node,341145658716,317531003370,341145659910,317531003793
other_node,109637207,99870798,109637218,99870810
NUMA_Counters_3_size_8_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178875932,317552144130,341178876730,317552145000
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54017539,48802841,54017544,48802844
local_node,341145676655,317531037425,341145677459,317531038285
other_node,109643692,99870971,109643686,99870981
NUMA_Counters_3_size_16_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178900096,317552180992,341178901072,317552181094
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54024237,48809516,54024238,48809513
local_node,341145694272,317531074148,341145695254,317531074238
other_node,109650239,99871110,109650233,99871122
NUMA_Counters_3_size_24_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178923320,317552219052,341178923864,317552219259
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54030856,48816104,54030886,48816133
local_node,341145711038,317531112061,341145711552,317531112268
other_node,109656697,99871257,109656727,99871257
NUMA_Counters_3_size_32_Threads,Before_node0,Before_node1,After_node0,After_node1
numa_hit,341178948749,317552257119,341178949950,317552257568
numa_miss,76444415,78764266,76444415,78764266
numa_foreign,78764266,76444415,78764266,76444415
interleave_hit,54037523,48822748,54037525,48822744
local_node,341145729965,317531149986,341145731177,317531150422
other_node,109663199,99871399,109663188,99871412
